Iso3,StartDate,EndDate,Area Code,Area,Item Code,Item,Months Code,Months,Year Code,Year,Unit,Value,Flag,Note
#country+code,#date+start,#date+end,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,,
IDN,2014-01-01,2014-01-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,2014,2014,,92.167800,X,base year is 2015
IDN,2015-01-01,2015-01-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,2015,2015,,98.578610,X,base year is 2015
IDN,2016-01-01,2016-01-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,2016,2016,,102.655900,X,base year is 2015
IDN,2017-01-01,2017-01-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,2017,2017,,106.243300,X,base year is 2015
IDN,2018-01-01,2018-01-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,2018,2018,,109.697900,X,base year is 2015
IDN,2019-01-01,2019-01-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,2019,2019,,112.795300,X,base year is 2015
IDN,2020-01-01,2020-01-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,2020,2020,,115.818000,X,base year is 2015
IDN,2021-01-01,2021-01-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,2021,2021,,117.617800,X,base year is 2015
IDN,2000-02-01,2000-02-29,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2000,2000,,32.478690,X,base year is 2015
IDN,2001-02-01,2001-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2001,2001,,35.440380,X,base year is 2015
IDN,2002-02-01,2002-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2002,2002,,40.713950,X,base year is 2015
IDN,2003-02-01,2003-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2003,2003,,43.825610,X,base year is 2015
IDN,2004-02-01,2004-02-29,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2004,2004,,45.818820,X,base year is 2015
IDN,2005-02-01,2005-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2005,2005,,49.099180,X,base year is 2015
IDN,2006-02-01,2006-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2006,2006,,57.909290,X,base year is 2015
IDN,2007-02-01,2007-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2007,2007,,61.558300,X,base year is 2015
IDN,2008-02-01,2008-02-29,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2008,2008,,66.113310,X,base year is 2015
IDN,2009-02-01,2009-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2009,2009,,71.243170,X,base year is 2015
IDN,2010-02-01,2010-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2010,2010,,73.967430,X,base year is 2015
IDN,2011-02-01,2011-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2011,2011,,79.016070,X,base year is 2015
IDN,2012-02-01,2012-02-29,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2012,2012,,81.827800,X,base year is 2015
IDN,2013-02-01,2013-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2013,2013,,85.765300,X,base year is 2015
IDN,2014-02-01,2014-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2014,2014,,92.408620,X,base year is 2015
IDN,2015-02-01,2015-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2015,2015,,98.221530,X,base year is 2015
IDN,2016-02-01,2016-02-29,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2016,2016,,102.564600,X,base year is 2015
IDN,2017-02-01,2017-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2017,2017,,106.492500,X,base year is 2015
IDN,2018-02-01,2018-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2018,2018,,109.880600,X,base year is 2015
IDN,2019-02-01,2019-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2019,2019,,112.704000,X,base year is 2015
IDN,2020-02-01,2020-02-29,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2020,2020,,116.141900,X,base year is 2015
IDN,2021-02-01,2021-02-28,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,2021,2021,,117.739900,X,base year is 2015
IDN,2000-03-01,2000-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2000,2000,,32.328730,X,base year is 2015
IDN,2001-03-01,2001-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2001,2001,,35.759050,X,base year is 2015
IDN,2002-03-01,2002-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2002,2002,,40.838920,X,base year is 2015
IDN,2003-03-01,2003-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2003,2003,,43.744380,X,base year is 2015
IDN,2004-03-01,2004-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2004,2004,,45.987530,X,base year is 2015
IDN,2005-03-01,2005-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2005,2005,,50.055170,X,base year is 2015
IDN,2006-03-01,2006-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2006,2006,,57.928040,X,base year is 2015
IDN,2007-03-01,2007-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2007,2007,,61.702010,X,base year is 2015
IDN,2008-03-01,2008-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2008,2008,,66.744390,X,base year is 2015
IDN,2009-03-01,2009-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2009,2009,,71.399380,X,base year is 2015
IDN,2010-03-01,2010-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2010,2010,,73.848720,X,base year is 2015
IDN,2011-03-01,2011-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2011,2011,,78.759880,X,base year is 2015
IDN,2012-03-01,2012-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2012,2012,,81.884030,X,base year is 2015
IDN,2013-03-01,2013-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2013,2013,,86.172200,X,base year is 2015
IDN,2014-03-01,2014-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2014,2014,,92.483360,X,base year is 2015
IDN,2015-03-01,2015-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2015,2015,,98.387610,X,base year is 2015
IDN,2016-03-01,2016-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2016,2016,,102.763900,X,base year is 2015
IDN,2017-03-01,2017-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2017,2017,,106.475900,X,base year is 2015
IDN,2018-03-01,2018-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2018,2018,,110.096500,X,base year is 2015
IDN,2019-03-01,2019-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2019,2019,,112.828500,X,base year is 2015
IDN,2020-03-01,2020-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2020,2020,,116.252300,X,base year is 2015
IDN,2021-03-01,2021-03-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,2021,2021,,117.839800,X,base year is 2015
IDN,2000-04-01,2000-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2000,2000,,32.509930,X,base year is 2015
IDN,2001-04-01,2001-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2001,2001,,35.927750,X,base year is 2015
IDN,2002-04-01,2002-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2002,2002,,40.757690,X,base year is 2015
IDN,2003-04-01,2003-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2003,2003,,43.869350,X,base year is 2015
IDN,2004-04-01,2004-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2004,2004,,46.443650,X,base year is 2015
IDN,2005-04-01,2005-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2005,2005,,50.217630,X,base year is 2015
IDN,2006-04-01,2006-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2006,2006,,57.953030,X,base year is 2015
IDN,2007-04-01,2007-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2007,2007,,61.602040,X,base year is 2015
IDN,2008-04-01,2008-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2008,2008,,67.125540,X,base year is 2015
IDN,2009-04-01,2009-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2009,2009,,71.180690,X,base year is 2015
IDN,2010-04-01,2010-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2010,2010,,73.961190,X,base year is 2015
IDN,2011-04-01,2011-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2011,2011,,78.516200,X,base year is 2015
IDN,2012-04-01,2012-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2012,2012,,82.052740,X,base year is 2015
IDN,2013-04-01,2013-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2013,2013,,86.213720,X,base year is 2015
IDN,2014-04-01,2014-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2014,2014,,92.466750,X,base year is 2015
IDN,2015-04-01,2015-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2015,2015,,98.744690,X,base year is 2015
IDN,2016-04-01,2016-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2016,2016,,102.298900,X,base year is 2015
IDN,2017-04-01,2017-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2017,2017,,106.567200,X,base year is 2015
IDN,2018-04-01,2018-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2018,2018,,110.204400,X,base year is 2015
IDN,2019-04-01,2019-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2019,2019,,113.326800,X,base year is 2015
IDN,2020-04-01,2020-04-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,2020,2020,,116.341100,X,base year is 2015
IDN,2000-05-01,2000-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2000,2000,,32.784850,X,base year is 2015
IDN,2001-05-01,2001-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2001,2001,,36.333890,X,base year is 2015
IDN,2002-05-01,2002-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2002,2002,,41.088850,X,base year is 2015
IDN,2003-05-01,2003-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2003,2003,,43.994320,X,base year is 2015
IDN,2004-05-01,2004-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2004,2004,,46.856040,X,base year is 2015
IDN,2005-05-01,2005-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2005,2005,,50.323850,X,base year is 2015
IDN,2006-05-01,2006-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2006,2006,,58.171720,X,base year is 2015
IDN,2007-05-01,2007-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2007,2007,,61.664520,X,base year is 2015
IDN,2008-05-01,2008-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2008,2008,,68.069030,X,base year is 2015
IDN,2009-05-01,2009-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2009,2009,,71.211930,X,base year is 2015
IDN,2010-05-01,2010-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2010,2010,,74.173630,X,base year is 2015
IDN,2011-05-01,2011-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2011,2011,,78.609920,X,base year is 2015
IDN,2012-05-01,2012-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2012,2012,,82.108980,X,base year is 2015
IDN,2013-05-01,2013-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2013,2013,,86.296760,X,base year is 2015
IDN,2014-05-01,2014-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2014,2014,,92.616230,X,base year is 2015
IDN,2015-05-01,2015-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2015,2015,,99.234630,X,base year is 2015
IDN,2016-05-01,2016-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2016,2016,,102.539700,X,base year is 2015
IDN,2017-05-01,2017-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2017,2017,,106.982400,X,base year is 2015
IDN,2018-05-01,2018-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2018,2018,,110.436900,X,base year is 2015
IDN,2019-05-01,2019-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2019,2019,,114.099100,X,base year is 2015
IDN,2020-05-01,2020-05-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,2020,2020,,116.418800,X,base year is 2015
IDN,2000-06-01,2000-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2000,2000,,32.947310,X,base year is 2015
IDN,2001-06-01,2001-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2001,2001,,36.939980,X,base year is 2015
IDN,2002-06-01,2002-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2002,2002,,41.213820,X,base year is 2015
IDN,2003-06-01,2003-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2003,2003,,44.075540,X,base year is 2015
IDN,2004-06-01,2004-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2004,2004,,47.062230,X,base year is 2015
IDN,2005-06-01,2005-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2005,2005,,50.573780,X,base year is 2015
IDN,2006-06-01,2006-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2006,2006,,58.434150,X,base year is 2015
IDN,2007-06-01,2007-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2007,2007,,61.808230,X,base year is 2015
IDN,2008-06-01,2008-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2008,2008,,68.781340,X,base year is 2015
IDN,2009-06-01,2009-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2009,2009,,71.293160,X,base year is 2015
IDN,2010-06-01,2010-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2010,2010,,74.892180,X,base year is 2015
IDN,2011-06-01,2011-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2011,2011,,79.041050,X,base year is 2015
IDN,2012-06-01,2012-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2012,2012,,82.621340,X,base year is 2015
IDN,2013-06-01,2013-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2013,2013,,87.177000,X,base year is 2015
IDN,2014-06-01,2014-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2014,2014,,93.014820,X,base year is 2015
IDN,2015-06-01,2015-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2015,2015,,99.766100,X,base year is 2015
IDN,2016-06-01,2016-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2016,2016,,103.212300,X,base year is 2015
IDN,2017-06-01,2017-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2017,2017,,107.721500,X,base year is 2015
IDN,2018-06-01,2018-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2018,2018,,111.084700,X,base year is 2015
IDN,2019-06-01,2019-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2019,2019,,114.730200,X,base year is 2015
IDN,2020-06-01,2020-06-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,2020,2020,,116.629800,X,base year is 2015
IDN,2000-07-01,2000-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2000,2000,,33.372200,X,base year is 2015
IDN,2001-07-01,2001-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2001,2001,,37.721020,X,base year is 2015
IDN,2002-07-01,2002-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2002,2002,,41.501240,X,base year is 2015
IDN,2003-07-01,2003-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2003,2003,,44.075540,X,base year is 2015
IDN,2004-07-01,2004-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2004,2004,,47.274670,X,base year is 2015
IDN,2005-07-01,2005-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2005,2005,,50.967420,X,base year is 2015
IDN,2006-07-01,2006-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2006,2006,,58.696580,X,base year is 2015
IDN,2007-07-01,2007-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2007,2007,,62.251860,X,base year is 2015
IDN,2008-07-01,2008-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2008,2008,,69.724840,X,base year is 2015
IDN,2009-07-01,2009-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2009,2009,,71.611820,X,base year is 2015
IDN,2010-07-01,2010-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2010,2010,,76.066860,X,base year is 2015
IDN,2011-07-01,2011-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2011,2011,,79.572170,X,base year is 2015
IDN,2012-07-01,2012-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2012,2012,,83.202430,X,base year is 2015
IDN,2013-07-01,2013-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2013,2013,,89.809420,X,base year is 2015
IDN,2014-07-01,2014-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2014,2014,,93.878460,X,base year is 2015
IDN,2015-07-01,2015-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2015,2015,,100.696200,X,base year is 2015
IDN,2016-07-01,2016-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2016,2016,,103.926500,X,base year is 2015
IDN,2017-07-01,2017-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2017,2017,,107.954000,X,base year is 2015
IDN,2018-07-01,2018-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2018,2018,,111.391900,X,base year is 2015
IDN,2019-07-01,2019-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2019,2019,,115.087300,X,base year is 2015
IDN,2020-07-01,2020-07-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,2020,2020,,116.507700,X,base year is 2015
IDN,2000-08-01,2000-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2000,2000,,33.540900,X,base year is 2015
IDN,2001-08-01,2001-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2001,2001,,37.646040,X,base year is 2015
IDN,2002-08-01,2002-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2002,2002,,41.626210,X,base year is 2015
IDN,2003-08-01,2003-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2003,2003,,44.369210,X,base year is 2015
IDN,2004-08-01,2004-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2004,2004,,47.312160,X,base year is 2015
IDN,2005-08-01,2005-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2005,2005,,51.248600,X,base year is 2015
IDN,2006-08-01,2006-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2006,2006,,58.884030,X,base year is 2015
IDN,2007-08-01,2007-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2007,2007,,62.714240,X,base year is 2015
IDN,2008-08-01,2008-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2008,2008,,70.080990,X,base year is 2015
IDN,2009-08-01,2009-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2009,2009,,72.011710,X,base year is 2015
IDN,2010-08-01,2010-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2010,2010,,76.647960,X,base year is 2015
IDN,2011-08-01,2011-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2011,2011,,80.315710,X,base year is 2015
IDN,2012-08-01,2012-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2012,2012,,83.995960,X,base year is 2015
IDN,2013-08-01,2013-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2013,2013,,90.697970,X,base year is 2015
IDN,2014-08-01,2014-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2014,2014,,94.318570,X,base year is 2015
IDN,2015-08-01,2015-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2015,2015,,101.086500,X,base year is 2015
IDN,2016-08-01,2016-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2016,2016,,103.909900,X,base year is 2015
IDN,2017-08-01,2017-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2017,2017,,107.879300,X,base year is 2015
IDN,2018-08-01,2018-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2018,2018,,111.333800,X,base year is 2015
IDN,2019-08-01,2019-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2019,2019,,115.220100,X,base year is 2015
IDN,2020-08-01,2020-08-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,2020,2020,,116.452200,X,base year is 2015
IDN,2000-09-01,2000-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2000,2000,,33.522160,X,base year is 2015
IDN,2001-09-01,2001-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2001,2001,,37.883470,X,base year is 2015
IDN,2002-09-01,2002-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2002,2002,,41.876140,X,base year is 2015
IDN,2003-09-01,2003-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2003,2003,,44.531670,X,base year is 2015
IDN,2004-09-01,2004-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2004,2004,,47.312160,X,base year is 2015
IDN,2005-09-01,2005-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2005,2005,,51.598500,X,base year is 2015
IDN,2006-09-01,2006-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2006,2006,,59.108960,X,base year is 2015
IDN,2007-09-01,2007-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2007,2007,,63.220350,X,base year is 2015
IDN,2008-09-01,2008-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2008,2008,,70.762050,X,base year is 2015
IDN,2009-09-01,2009-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2009,2009,,72.767760,X,base year is 2015
IDN,2010-09-01,2010-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2010,2010,,76.985370,X,base year is 2015
IDN,2011-09-01,2011-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2011,2011,,80.534400,X,base year is 2015
IDN,2012-09-01,2012-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2012,2012,,84.008460,X,base year is 2015
IDN,2013-09-01,2013-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2013,2013,,90.473750,X,base year is 2015
IDN,2014-09-01,2014-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2014,2014,,94.576000,X,base year is 2015
IDN,2015-09-01,2015-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2015,2015,,101.036600,X,base year is 2015
IDN,2016-09-01,2016-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2016,2016,,104.142400,X,base year is 2015
IDN,2017-09-01,2017-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2017,2017,,108.020400,X,base year is 2015
IDN,2018-09-01,2018-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2018,2018,,111.134500,X,base year is 2015
IDN,2019-09-01,2019-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2019,2019,,114.904600,X,base year is 2015
IDN,2020-09-01,2020-09-30,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,2020,2020,,116.396600,X,base year is 2015
IDN,2000-10-01,2000-10-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,2000,2000,,33.909550,X,base year is 2015
IDN,2001-10-01,2001-10-31,101,Indonesia,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,2001,2001,,38.139650,X,base year is 2015
